User Code,1 Please select your operating administration or office:,2 Begin typing your work zip code and select your work site from the list that will appear below.  If your site does not appear in the list select 'Site not found'.  If you telework 100% of the time please select the site to which you officially report.,3 What is your employment status?,4 How did you travel TO WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,5 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),6 Did you use the same method(s) of transportation indicated above to commute FROM WORK at the end of your workdays? (If you answer 'Yes' you will skip the next section.  This may conclude your survey.),7 How did you travel FROM WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,8 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),9 [HIDDEN] Thinking about last year what would you say is your PRIMARY commuting method?,If 'other' selected please indicate commuting method:,10 How often did you typically spend a full workday teleworking?,11 Overall how satisfied are you with the following?,Your commute to work,Your commute to home,Your agency's telework program,Your agency's alternative work schedule (AWS) program,12 What is the estimated distance between your home and the nearest public transit station or bus stop?,13 Is there any information you would like to add about your commute that was not addressed in this survey?,14 Were the survey questions clear?,15 Did you experience any technical problems while taking this survey?,Survey site was slow to load some/all questions,I was unable to connect to the survey on my first try,My survey link did not work,I had another technical problem not addressed here,I did not have any technical problems,16 How was your overall experience with this survey?,CO2e Emissions (CO2e MT) / year
YV8YDJJL,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),7,,,,,Car (drove alone),7,,,,,Car (drove alone),7,,,,,Car (drove alone),7,,,,,Car (drove alone),7,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,More than 2 miles,"The survey doesn't account for children and the need to get children to school or pick up, or the speed at which one method takes over another.  In my case, I have children that I have to drop, and driving is much faster than metro by 15-30 min.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.20611862
YVGSWZ9T,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,<1,Transit rail (e.g. subway),11,,,Walk,<1,Transit rail (e.g. subway),11,,,N/A: Teleworked,N/A,,,,,Walk,<1,Transit rail (e.g. subway),11,,,Walk,<1,Transit rail (e.g. subway),11,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once a week,,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,0.25 to 0.5 mile,Constant problems with the metro system does not allow timeliness to/from work.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.662673792
YW1C49YG,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,2,Transit rail (e.g. subway),15,Walk,<1,Transit bus,2,Transit rail (e.g. subway),15,Walk,<1,Transit bus,2,Transit rail (e.g. subway),15,Walk,<1,Transit bus,2,Transit rail (e.g. subway),15,Walk,<1,Transit bus,2,Transit rail (e.g. subway),15,Walk,<1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,"I did not telework because I must be physically present on the job (e.g., Law Enforcement)",,Somewhat dissatisfied,very dissatisfied,Somewhat dissatisfied,Very satisfied,Less than 0.25 mile,"It would be nice, even as a supervisor, to telecommute at least one day per pay period, but it is not part of our organizational culture to do so.  The most dissatisfied part of my commute is taking the bus. It is unreliable and very full during peak commute times. It takes me about an hour to an hour and 15 minutes to get into the office. On the way back how it is that length or 1.5 hours long.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.228151792
YX28JS9Q,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),6,Transit rail (e.g. subway),15,,,Car (drove alone),6,Transit rail (e.g. subway),15,,,Car (drove alone),6,Transit rail (e.g. subway),15,,,Car (drove alone),6,Transit rail (e.g. subway),15,,,Car (drove alone),6,Transit rail (e.g. subway),15,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,N/A,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,on,off,"Neutral.  I had a few problems with the survey, but no major problems.",2.16337356
YZJOJ9J4,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,,2,No,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,,N/A,Transit rail (e.g. subway),,Once or twice a month,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.18379505
Z0ABQKBJ,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,"I did not telework because I must be physically present on the job (e.g., Law Enforcement)",,Somewhat satisfied,Somewhat satisfied,N/A,N/A,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.22591152
Z44P8KN2,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),N/A,,,,,Transit rail (e.g. subway),N/A,,,,,Transit rail (e.g. subway),N/A,,,,,Transit rail (e.g. subway),N/A,,,,,Transit rail (e.g. subway),N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Don't know or not sure,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
Z66ZASTM,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,4,Transit bus,4,Walk,4,Bicycle,4,Transit bus,4,Walk,4,Bicycle,4,Transit bus,4,Walk,4,Transit bus,4,Bicycle,4,Walk,4,Transit bus,4,Bicycle,4,Walk,4,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.197188384
Z6WEJWW4,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),10,Transit bus,38,,,Car (drove alone),10,Transit bus,38,,,Car (drove alone),10,Transit bus,38,,,Car (drove alone),10,Transit bus,38,,,Car (drove alone),10,Transit bus,38,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,very dissatisfied,very dissatisfied,N/A,N/A,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.596316248
Z78GSAAW,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Car (drove alone),<1,Transit bus,9,Transit rail (e.g. subway),9,Car (drove alone),<1,Transit bus,9,Transit rail (e.g. subway),9,Car (drove alone),<1,Transit bus,9,Transit rail (e.g. subway),9,Car (drove alone),<1,Transit bus,9,Transit rail (e.g. subway),9,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,very dissatisfied,very dissatisfied,Somewhat satisfied,N/A,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.897126739
Z7ENETQA,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,3,,,,,Bicycle,3,,,,,Bicycle,3,,,,,Bicycle,3,,,,,Bicycle,3,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bicycle,,Once or twice a month,,Very satisfied,Very satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Less than 0.25 mile,"When I don't bike, I take the bus, walk, or occasionally take metro. I take metro if I have to go to the WLC in Crystal City.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
Z7YWWZZY,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,3,Transit rail (e.g. subway),3,Bicycle,3,Transit bus,3,Transit rail (e.g. subway),3,Bicycle,3,Transit bus,3,Transit rail (e.g. subway),3,Bicycle,3,Transit bus,3,Transit rail (e.g. subway),3,Bicycle,3,Transit bus,3,Transit rail (e.g. subway),3,Bicycle,3,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.373802808
ZA5CSJEU,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Car (drove alone),15,,,,,Car (drove alone),15,,,,,Car (drove alone),15,,,,,Car (drove alone),15,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Don't know or not sure,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",2.06763192
ZAJF496K,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,<1,Transit rail (e.g. subway),2,,,Walk,<1,Transit rail (e.g. subway),2,,,Walk,<1,Transit rail (e.g. subway),2,,,Walk,<1,Transit rail (e.g. subway),2,,,Walk,<1,Transit rail (e.g. subway),2,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.15060768
ZAJM1UJS,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Walk,<1,Transit rail (e.g. subway),<1,,,Walk,<1,Transit rail (e.g. subway),<1,,,Walk,<1,Transit rail (e.g. subway),<1,,,Walk,<1,Transit rail (e.g. subway),<1,,,Walk,<1,Transit rail (e.g. subway),<1,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once a week,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,"The list-select forms are a bit of a pain.  Most common used answers should be bubbles so I don't have to scroll down and the people in a car pool should auto-fill as NA if I don't select carpool and van pool in the previous section.  The power of an on-line form is in its ability to do error checking and skip logic, GSA should take advantage (better than last year though).",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0
ZC0S8E2H,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Commuter rail (e.g. regional),35,Transit rail (e.g. subway),14,,,Commuter rail (e.g. regional),35,Transit rail (e.g. subway),14,,,Commuter rail (e.g. regional),35,Transit rail (e.g. subway),14,,,Commuter rail (e.g. regional),35,Transit rail (e.g. subway),14,,,Commuter rail (e.g. regional),35,Transit rail (e.g. subway),14,,,I drive to metro ( 21 miles),N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,1.5 miles to 2 miles,"yes..my primary method is the use the VRE..When it is not working/delays, I have to drive to Vienna which is approx 21 miles from my home....only in case of emergency or personal necessity such as medical appts , do I drive to work. It is always my last choice.

the Federal and State governments must do more in public transportation such as extending metro beyond Vienna or similarly on the I-95 corridor.  You cant build enough roads even if private with high tolls to alleviate the congestion. .",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.82912096
ZC6WQRFB,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),2,Transit rail (e.g. subway),35,,,Car (drove alone),2,Transit rail (e.g. subway),35,,,Car (drove alone),2,Transit rail (e.g. subway),35,,,Car (drove alone),2,Transit rail (e.g. subway),35,,,Car (drove alone),2,Transit rail (e.g. subway),34,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Very satisfied,Very satisfied,Very satisfied,N/A,1.5 miles to 2 miles,We are just starting a pilot program on AWS.  In the past I have never used this work schedule; but truly enjoy teleworking.,Yes.  I understood all of the questions without any problems.,,on,off,off,off,off,Favorable.  I did not experience any problems.,2.965178952
ZDBGAS6Y,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),11,Transit rail (e.g. subway),15,,,Car (drove alone),11,Transit rail (e.g. subway),15,,,Car (drove alone),11,Transit rail (e.g. subway),15,,,Car (drove alone),11,Transit rail (e.g. subway),15,,,Car (drove alone),11,Transit rail (e.g. subway),15,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Somewhat dissatisfied,Somewhat dissatisfied,very dissatisfied,very dissatisfied,Less than 0.25 mile,Telework is actively discouraged in my office.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.02488686
ZDS5929J,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Truck/SUV/Van Gas (drove alone),15,,,,,Truck/SUV/Van Gas (drove alone),15,,,,,Truck/SUV/Van Gas (drove alone),15,,,,,Truck/SUV/Van Gas (drove alone),15,,,,,Truck/SUV/Van Gas (drove alone),15,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truck/SUV/Van (drove alone),,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.6868494
ZFM80P9A,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Carpool/Vanpool,18,,,,,Carpool/Vanpool,18,,,,,Carpool/Vanpool,18,,,,,Carpool/Vanpool,18,,,,,Carpool/Vanpool,18,,,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,Less than once a month,,Very satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Less than 0.25 mile,"Since reducing the metro transit allowance, and raising metro fares, it is cheaper for me to drive than to metro.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.55072394
ZJGZFZYS,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Transit rail (e.g. subway),5,,,,,Transit rail (e.g. subway),5,,,,,Transit rail (e.g. subway),5,,,,,Transit rail (e.g. subway),5,,,,,Transit rail (e.g. subway),99,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,I did not telework because I chose not to telework,,Very satisfied,Very satisfied,N/A,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,on,off,off,off,Unfavorable.  I had significant problems with the survey.,1.792231392
ZLFTQSZ1,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),8,,N/A,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once or twice a month,,Very satisfied,Very satisfied,Very satisfied,N/A,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.60243072
ZNWF9J82,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Car (drove alone),15,Transit rail (e.g. subway),16,,,N/A: Teleworked,N/A,,,,,Car (drove alone),15,Transit rail (e.g. subway),16,,,Car (drove alone),15,Transit rail (e.g. subway),16,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Twice a week,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.273640804
ZOP0RHTX,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),10,,,,,Car (drove alone),10,,,,,Car (drove alone),10,,,,,Car (drove alone),10,,,,,Car (drove alone),10,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.7230266
ZQG1HFQ1,U.S. Agency for International Development ,Site not found,Federal Government Employee,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,Five times a week,,Very satisfied,Very satisfied,Very satisfied,N/A,1 mile to 1.5 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
ZQXE11YR,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Car (drove alone),25,,,,,Car (drove alone),25,,,,,Car (drove alone),25,,,,,Car (drove alone),25,,,,,Car (drove alone),5,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,very dissatisfied,very dissatisfied,N/A,Neither satisfied nor dissatisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.61835586
ZRBD7E0H,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,6,,,,,Transit bus,6,,,,,Transit bus,1,Transit rail (e.g. subway),5,,,Transit bus,6,,,,,Transit bus,1,Transit rail (e.g. subway),5,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once or twice a month,,Very satisfied,Very satisfied,Very satisfied,N/A,Less than 0.25 mile,N/A,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.347796064
